[BACKTEST] Starting for BTC-USD on 15m...
[DATA] Fetched Multi-TF for BTC-USD (15m: 3000, 1h: 3000, 1d: 3000)
[BACKTEST] Fetched 3000 bars.
[HURST] MEAN_REVERTING | R/S=0.465 DFA=0.412 Mean=0.438 Stable=true
[REGIME] TRENDING | Heuristic Score=55.4% | Actionable=false
[HURST] TRENDING | R/S=0.630 DFA=0.664 Mean=0.647 Stable=true
[REGIME] TRENDING | Heuristic Score=67% | Actionable=false
[HURST] TRENDING | R/S=0.596 DFA=0.527 Mean=0.562 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.570 DFA=0.539 Mean=0.554 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.618 DFA=0.638 Mean=0.628 Stable=true
[REGIME] TRENDING | Heuristic Score=48.1% | Actionable=false
[HURST] TRENDING | R/S=0.599 DFA=0.560 Mean=0.580 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.579 DFA=0.615 Mean=0.597 Stable=true
[REGIME] TRENDING | Heuristic Score=16.9% | Actionable=false
[HURST] TRENDING | R/S=0.591 DFA=0.582 Mean=0.586 Stable=true
[REGIME] TRENDING | Heuristic Score=6.1% | Actionable=false
[HURST] TRENDING | R/S=0.619 DFA=0.622 Mean=0.620 Stable=true
[REGIME] TRENDING | Heuristic Score=40.4% | Actionable=false
[HURST] TRENDING | R/S=0.608 DFA=0.586 Mean=0.597 Stable=true
[REGIME] TRENDING | Heuristic Score=17.2% | Actionable=false
[HURST] TRENDING | R/S=0.581 DFA=0.594 Mean=0.587 Stable=true
[REGIME] TRENDING | Heuristic Score=7.4% | Actionable=false
[HURST] TRENDING | R/S=0.595 DFA=0.626 Mean=0.610 Stable=true
[REGIME] TRENDING | Heuristic Score=30.2% | Actionable=false
[HURST] TRENDING | R/S=0.586 DFA=0.676 Mean=0.631 Stable=true
[REGIME] TRENDING | Heuristic Score=50.6% | Actionable=false
[HURST] TRENDING | R/S=0.562 DFA=0.667 Mean=0.615 Stable=false
[REGIME] TRENDING | Heuristic Score=24.2% | Actionable=false
[HURST] TRENDING | R/S=0.615 DFA=0.679 Mean=0.647 Stable=true
[REGIME] TRENDING | Heuristic Score=66.9% | Actionable=false
[HURST] TRENDING | R/S=0.622 DFA=0.733 Mean=0.678 Stable=false
[REGIME] TRENDING | Heuristic Score=58.9% | Actionable=false
[HURST] TRENDING | R/S=0.580 DFA=0.639 Mean=0.610 Stable=true
[REGIME] TRENDING | Heuristic Score=29.6% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.486 DFA=0.495 Mean=0.490 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.494 DFA=0.418 Mean=0.456 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.518 DFA=0.594 Mean=0.556 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.528 DFA=0.451 Mean=0.490 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.551 DFA=0.493 Mean=0.522 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.533 DFA=0.502 Mean=0.517 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.541 DFA=0.568 Mean=0.554 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.562 DFA=0.539 Mean=0.550 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.544 DFA=0.483 Mean=0.513 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.513 DFA=0.437 Mean=0.475 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.512 DFA=0.493 Mean=0.502 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.533 DFA=0.558 Mean=0.546 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.504 DFA=0.542 Mean=0.523 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.508 DFA=0.542 Mean=0.525 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.536 DFA=0.563 Mean=0.549 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.516 DFA=0.528 Mean=0.522 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.460 DFA=0.484 Mean=0.472 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.482 DFA=0.475 Mean=0.478 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.500 DFA=0.499 Mean=0.500 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.492 DFA=0.493 Mean=0.492 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.471 DFA=0.417 Mean=0.444 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.553 DFA=0.507 Mean=0.530 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.473 DFA=0.434 Mean=0.453 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.485 DFA=0.394 Mean=0.440 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.489 DFA=0.477 Mean=0.483 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.459 DFA=0.373 Mean=0.416 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=4% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.470 DFA=0.332 Mean=0.401 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=5.4% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.410 DFA=0.350 Mean=0.380 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=40.1% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.488 DFA=0.307 Mean=0.397 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=4.4% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.499 DFA=0.409 Mean=0.454 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.505 DFA=0.435 Mean=0.470 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.427 DFA=0.397 Mean=0.412 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=8.1% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.430 DFA=0.475 Mean=0.452 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.465 DFA=0.417 Mean=0.441 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.468 DFA=0.467 Mean=0.467 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.483 DFA=0.483 Mean=0.483 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.496 DFA=0.410 Mean=0.453 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.509 DFA=0.461 Mean=0.485 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.463 DFA=0.362 Mean=0.413 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.559 DFA=0.400 Mean=0.480 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.498 DFA=0.493 Mean=0.495 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.507 DFA=0.444 Mean=0.476 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.488 DFA=0.447 Mean=0.468 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.482 DFA=0.403 Mean=0.443 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.532 DFA=0.467 Mean=0.499 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.521 DFA=0.493 Mean=0.507 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.451 DFA=0.469 Mean=0.460 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.520 DFA=0.446 Mean=0.483 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.514 DFA=0.410 Mean=0.462 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.502 DFA=0.452 Mean=0.477 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.508 DFA=0.432 Mean=0.470 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.538 DFA=0.434 Mean=0.486 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.581 DFA=0.426 Mean=0.503 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.558 DFA=0.466 Mean=0.512 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.494 DFA=0.508 Mean=0.501 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.533 DFA=0.497 Mean=0.515 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.539 DFA=0.522 Mean=0.530 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.526 DFA=0.460 Mean=0.493 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.522 DFA=0.467 Mean=0.494 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.516 DFA=0.503 Mean=0.509 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.507 DFA=0.527 Mean=0.517 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.483 DFA=0.471 Mean=0.477 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.515 DFA=0.383 Mean=0.449 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.535 DFA=0.344 Mean=0.440 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.599 DFA=0.527 Mean=0.563 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.566 DFA=0.497 Mean=0.531 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.588 DFA=0.535 Mean=0.562 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.594 DFA=0.495 Mean=0.544 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.615 DFA=0.645 Mean=0.630 Stable=true
[REGIME] TRENDING | Heuristic Score=50.1% | Actionable=false
[HURST] TRENDING | R/S=0.639 DFA=0.642 Mean=0.640 Stable=true
[REGIME] TRENDING | Heuristic Score=60.4% | Actionable=false
[HURST] TRENDING | R/S=0.660 DFA=0.652 Mean=0.656 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.644 DFA=0.636 Mean=0.640 Stable=true
[REGIME] TRENDING | Heuristic Score=59.6% | Actionable=false
[HURST] TRENDING | R/S=0.613 DFA=0.545 Mean=0.579 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[BACKTEST] Upserted 12 setups to MongoDB.

=== EMPIRICAL HEURISTIC VALIDATION for ETH-USD 15m ===
Maximum Heuristic Score Reached: 70.00%
Bucket		Win Rate	Total Trades
> 0.80		N/A		0
0.70-0.80		20.0%		5
0.60-0.70		33.3%		3
0.50-0.60		0.0%		9
0.40-0.50		50.0%		4
< 0.40		32.4%		105
=========================================================

[BACKTEST] Starting for ETH-USD on 1h...
[DATA] Multi-TF Cache hit for ETH-USD
[BACKTEST] Fetched 3000 bars.
[HURST] RANDOM_WALK | R/S=0.547 DFA=0.552 Mean=0.550 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.542 DFA=0.503 Mean=0.522 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.651 DFA=0.573 Mean=0.612 Stable=true
[REGIME] TRENDING | Heuristic Score=32.1% | Actionable=false
[HURST] TRENDING | R/S=0.676 DFA=0.610 Mean=0.643 Stable=true
[REGIME] TRENDING | Heuristic Score=63% | Actionable=false
[HURST] TRENDING | R/S=0.621 DFA=0.585 Mean=0.603 Stable=true
[REGIME] TRENDING | Heuristic Score=23.3% | Actionable=false
[HURST] TRENDING | R/S=0.688 DFA=0.729 Mean=0.709 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.620 DFA=0.713 Mean=0.667 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.636 DFA=0.721 Mean=0.679 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.629 DFA=0.783 Mean=0.706 Stable=false
[REGIME] TRENDING | Heuristic Score=54.6% | Actionable=false
[HURST] TRENDING | R/S=0.668 DFA=0.729 Mean=0.698 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.640 DFA=0.656 Mean=0.648 Stable=true
[REGIME] TRENDING | Heuristic Score=67.7% | Actionable=false
[HURST] TRENDING | R/S=0.615 DFA=0.678 Mean=0.646 Stable=true
[REGIME] TRENDING | Heuristic Score=66.4% | Actionable=false
[HURST] TRENDING | R/S=0.609 DFA=0.673 Mean=0.641 Stable=true
[REGIME] TRENDING | Heuristic Score=61.4% | Actionable=false
[HURST] TRENDING | R/S=0.740 DFA=0.740 Mean=0.740 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.672 DFA=0.678 Mean=0.675 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.646 DFA=0.679 Mean=0.662 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.616 DFA=0.745 Mean=0.680 Stable=false
[REGIME] TRENDING | Heuristic Score=57.1% | Actionable=false
[HURST] TRENDING | R/S=0.564 DFA=0.653 Mean=0.608 Stable=true
[REGIME] TRENDING | Heuristic Score=28.5% | Actionable=false
[HURST] TRENDING | R/S=0.611 DFA=0.698 Mean=0.655 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.669 DFA=0.672 Mean=0.670 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.606 DFA=0.706 Mean=0.656 Stable=false
[REGIME] TRENDING | Heuristic Score=60% | Actionable=false
[HURST] TRENDING | R/S=0.638 DFA=0.696 Mean=0.667 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.654 DFA=0.757 Mean=0.706 Stable=false
[REGIME] TRENDING | Heuristic Score=59.8% | Actionable=false
[HURST] TRENDING | R/S=0.612 DFA=0.686 Mean=0.649 Stable=true
[REGIME] TRENDING | Heuristic Score=69.3% | Actionable=false
[HURST] TRENDING | R/S=0.594 DFA=0.599 Mean=0.596 Stable=true
[REGIME] TRENDING | Heuristic Score=16.4% | Actionable=false
[HURST] TRENDING | R/S=0.604 DFA=0.700 Mean=0.652 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.560 DFA=0.602 Mean=0.581 Stable=true
[REGIME] TRENDING | Heuristic Score=1.4% | Actionable=false
[HURST] TRENDING | R/S=0.594 DFA=0.665 Mean=0.629 Stable=true
[REGIME] TRENDING | Heuristic Score=49.5% | Actionable=false
[HURST] TRENDING | R/S=0.641 DFA=0.671 Mean=0.656 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.629 DFA=0.746 Mean=0.687 Stable=false
[REGIME] TRENDING | Heuristic Score=58.2% | Actionable=false
[HURST] TRENDING | R/S=0.583 DFA=0.666 Mean=0.624 Stable=true
[REGIME] TRENDING | Heuristic Score=44.4% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.563 DFA=0.392 Mean=0.477 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.593 DFA=0.459 Mean=0.526 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.603 DFA=0.574 Mean=0.588 Stable=true
[REGIME] TRENDING | Heuristic Score=8.2% | Actionable=false
[HURST] TRENDING | R/S=0.619 DFA=0.551 Mean=0.585 Stable=true
[REGIME] TRENDING | Heuristic Score=4.8% | Actionable=false
[HURST] TRENDING | R/S=0.610 DFA=0.523 Mean=0.567 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.619 DFA=0.504 Mean=0.562 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.587 DFA=0.641 Mean=0.614 Stable=true
[REGIME] TRENDING | Heuristic Score=33.7% | Actionable=false
[HURST] TRENDING | R/S=0.596 DFA=0.654 Mean=0.625 Stable=true
[REGIME] TRENDING | Heuristic Score=45.1% | Actionable=false
[HURST] TRENDING | R/S=0.597 DFA=0.514 Mean=0.555 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.620 DFA=0.571 Mean=0.596 Stable=true
[REGIME] TRENDING | Heuristic Score=15.9% | Actionable=false
[HURST] TRENDING | R/S=0.624 DFA=0.600 Mean=0.612 Stable=true
[REGIME] TRENDING | Heuristic Score=32.1% | Actionable=false
[HURST] TRENDING | R/S=0.591 DFA=0.576 Mean=0.583 Stable=true
[REGIME] TRENDING | Heuristic Score=3.3% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.526 DFA=0.440 Mean=0.483 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.546 DFA=0.461 Mean=0.503 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.567 DFA=0.457 Mean=0.512 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.571 DFA=0.505 Mean=0.538 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.587 DFA=0.465 Mean=0.526 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.604 DFA=0.482 Mean=0.543 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.544 DFA=0.386 Mean=0.465 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.486 DFA=0.378 Mean=0.432 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.455 DFA=0.440 Mean=0.448 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.464 DFA=0.307 Mean=0.385 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=19.1% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.475 DFA=0.362 Mean=0.419 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.499 DFA=0.335 Mean=0.417 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.514 DFA=0.443 Mean=0.479 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.533 DFA=0.461 Mean=0.497 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.573 DFA=0.549 Mean=0.561 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.479 DFA=0.504 Mean=0.491 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.506 DFA=0.372 Mean=0.439 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.521 DFA=0.503 Mean=0.512 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.534 DFA=0.507 Mean=0.520 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.478 DFA=0.514 Mean=0.496 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.547 DFA=0.562 Mean=0.555 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.558 DFA=0.567 Mean=0.563 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.561 DFA=0.525 Mean=0.543 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.607 DFA=0.558 Mean=0.582 Stable=true
[REGIME] TRENDING | Heuristic Score=2.5% | Actionable=false
[HURST] TRENDING | R/S=0.577 DFA=0.531 Mean=0.554 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.614 DFA=0.535 Mean=0.574 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.568 DFA=0.462 Mean=0.515 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.488 DFA=0.398 Mean=0.443 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.559 DFA=0.448 Mean=0.503 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.581 DFA=0.466 Mean=0.523 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.410 DFA=0.400 Mean=0.405 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=14.8% | Actionable=false
[HURST] TRENDING | R/S=0.602 DFA=0.542 Mean=0.572 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.525 DFA=0.473 Mean=0.499 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.441 DFA=0.343 Mean=0.392 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=27.8% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.474 DFA=0.404 Mean=0.439 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.463 DFA=0.483 Mean=0.473 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.487 DFA=0.357 Mean=0.422 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.503 DFA=0.444 Mean=0.473 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.509 DFA=0.477 Mean=0.493 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.475 DFA=0.477 Mean=0.476 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.504 DFA=0.457 Mean=0.481 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.538 DFA=0.536 Mean=0.537 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.541 DFA=0.525 Mean=0.533 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.584 DFA=0.558 Mean=0.571 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.625 DFA=0.518 Mean=0.571 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
